id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id,kode_gedung
2250B,C,TAMAN,0006,2017,15021175,82.2,PEMDA,"Jl. Ahmad Yani No.20, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,906,1001,B
2605C,C,PENJOR TAMAN KANTOR DISPERA,0017,2019,32761681,13.14,PEMDA,"Jl. Ahmad Yani No.20, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,906,1001,C
1897D,C,"Pembangunan Pos jaga Rusunawa + Perencanaan 8.660.000,00 + Pengawasan 6.700.000,00",0003,2014,176397000,29.4,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,TTK,BBTN,906,1003,D
2737E,C,Bangunan Flat/Rumah Susun (Rusunawa),0020,2019,25165266127,1039.62,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,BTK,BTN,906,1001,E
2737F,C,Bangunan Flat/Rumah Susun (Rusunawa),0020,2019,25165266127,1039.62,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,BTK,BTN,906,1001,F
2738G,C,Bangunan Flat/Rumah Susun (Rusunawa),0021,2019,15646031684,1039.62,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,BTK,BTN,906,1001,G
906001H,C,Bangunan Penghubung Gedung dari TB I Ke TB 2 ( Rusunawa ),0000,2018,94816500,76.05,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,TTK,BTN,906,0,H
2298I,C,Pembangunan  Pengadaan Kontruksi tempat parkir dan taman Rusunawa,0008,2018,28741000,1109.13,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,TTK,BTN,906,1001,I
2504J,C,Pembangunan taman hijau rusunawa,0014,2019,46643800,30.03,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,TTK,BTN,906,1001,J
2255K,C,"REVITALISASI FASUM LINGKUNGAN RUSUNAWA ( REHAB IPAL DAN PAVING ) + Perencanaan 10.000.000,00",0001,2017,287147150,54.36,PEMDA,"J, V5R3+H9G, Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,BTK,BTN,906,1002,K
2255L,C,"REVITALISASI FASUM LINGKUNGAN RUSUNAWA ( REHAB IPAL DAN PAVING ) + Perencanaan 10.000.000,00",0001,2017,287147150,1060.05,PEMDA,"Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66126",7,3,B,TTK,BTN,906,1002,L
878292M,C,Perencanaan dan Pengawasan  juga Fisik pembangunan Gapuro Jalan Nyi Ageng Serang Kelurahan Sananwetan Lingkungan Bendil,0001,2020,181726000,19.5,PEMDA,"Jl. Imam Bonjol No.34, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,906,1073,M
853746N,C,"Perencanaan dan Pengawasan  juga Fisik Gapuro Kelurahan Bendogerit Jl.Borobudur Gg,Mawar dan Jl.Wr.Supratman",0001,2020,147645467,13.5,PEMDA,"Jl. Wr. Supratman 114-106, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,906,1073,N
853746O,C,"Perencanaan dan Pengawasan  juga Fisik Gapuro Kelurahan Bendogerit Jl.Borobudur Gg,Mawar dan Jl.Wr.Supratman",0001,2020,147645467,11.3,PEMDA,"Jl. Borobudur 8-2, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,906,1073,O
2641P,C,Pembangunan Gapura Identitas Kampung Pancasila,0018,2019,145187350,20.6,PEMDA,"Jl. Ir. Soekarno No.65, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,906,1001,P
2301Q,C,Drainase Lingkungan Jl Dewi Sartika Gg I Sentul,0002,2018,142460000,141.1,PEMDA,"Jl. Dewi Sartika No.21, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,906,1013,Q
2480R,C,PEMBANGUNAN GAPURO IDENTITAS KAWASAN KEL.TURI DAN KEL.PLOSOKEREP,0001,2019,108692100,21.4,PEMDA,"Jl. Turi, Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",7,3,B,TTK,BTN,906,1043,R
863110S,C,Perencanaan  dan  Pengawasan juga Fisik  Pembangunan Gapuro Jl.Jati Gg.10 Rw.14  depan Kec.Sukorejo,0003,2020,121419933,1.49,PEMDA,"Jl. Jati, RT.3/RW.1, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",2,3,B,TTK,BTN,906,1073,S
863110T,C,Perencanaan  dan  Pengawasan juga Fisik  Pembangunan Gapuro Jl.Jati Gg.10 Rw.14  depan Kec.Sukorejo,0003,2018,111442500,11,PEMDA,"Blitar, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",4,3,B,TTK,BTN,906,1073,T
2642U,C,Pembangunan Gapura Identitas Kawasan Kelurahan Turi dan Plosokerep (Lanjutan),0019,2019,56943700,16.7,PEMDA,"Jl. Sulabesi 207, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,906,1001,U
2642V,C,Pembangunan Gapura Identitas Kawasan Kelurahan Turi dan Plosokerep (Lanjutan),0019,2019,56943700,60.72,PEMDA,"Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur",20,1,B,TTK,BTN,906,1001,V
873062W,C,Pemasaangan Wastafel,0003,2020,36155212,1.08,PEMDA,"Jl. Ahmad Yani No.20, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,906,14218,W
2506X,C,Pembangunan Gapura Perum Puri Kenari Asri,0016,2019,217324300,16.415,PEMDA,"Jl. Kabaena, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,906,1001,X
2303Y,C,Pembangunan Drainase LK Gebang Gg. 1 Lk Sananwetan,0011,2018,122500000,146.6,PEMDA,"Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,906,1001,Y
2300Z,C,Pembangunan Drainase jl lingkungan LK.Sedang Kel.Bendogerit,0001,2018,147292500,179.3,PEMDA,"Jl. Nasional III, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,906,1013,Z
2302AA,C,Pembangunan Drainase Lingkungan  jl. Wolter Monginsidi Kel.Sentul,0010,2018,80430000,107.4,PEMDA,"Jl. Wolter Monginsidi, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,906,1001,AA
2370AB,C,Drainase jalan lingkungan Jalan Dewi Sartika Gg.2 Tembus Jl.Wolter Monginsidi Kel.Sentul,0013,2018,209258000,308.6,PEMDA,"Blitar, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,906,1001,AB
2247AC,C,Taman STREN KALI LAHAR KELURAHAN SUKOREJO,0005,2017,494592400,862.5,PEMDA,"Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur",4,3,B,TTK,BTN,906,1001,AC
2366AD,C,Pembangunan Balai RW 14 di Perumahan Asabri Kel.Gedog,0006,2018,207377000,72,PEMDA,-,16,1,B,TTK,-,906,1003,AD
2015A,C,Kantor Inspektorat,0001,2015,3405400000,0,PEMDA,"Jl. Imam Bonjol No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 6613",21,1,B,BTK,BTN,851,1003,A
865497B,C,Bangunan Gedung Arsip,0005,2020,360249490,192.7,PEMDA,"Jl. Imam Bonjol No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 6613",21,1,B,TTK,BTN,851,1003,B
840885C,C,Bangunan Pagar Belakang Gedung Inspektorat,0003,2020,195000000,56.1,PEMDA,"Jl. Imam Bonjol No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 6613",21,1,B,TTK,BTN,851,1001,C
842449D,C,Kanopi Tempat Parkir Kantor (termasuk Biaya Konsultan Perencana dan Konsultan Pengawasan),0001,2020,111916000,229.84,PEMDA,"Jl. Imam Bonjol No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 6613",21,1,B,TTK,BTN,851,14317,D
1324A,C,GEDUNG LAB DINAS KESEHATAN,0002,1989,66000000,112,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1003,A
1326B,C,Mushola,0003,1989,74250000,86.86,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1003,B
1325C,C,GEDUNG PERTEMUAN,0006,2003,102000000,249.7,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1003,C
1322D,C,Gedung Dinas Kesehatan,0005,2003,562500000,767.8,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,BTK,BTN,837,1003,D
2227E,C,Pembangunan Kolam Koi,0002,2017,19925000,26.13,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1001,E
2179F,C,Pagar Dan Papan Nama Dikantor Dinas Kesehatan,0001,2017,121130000,46.75,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1001,F
865282G,C,Bangunan Tempat Parkir,0003,2020,78818700,68.06,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,837,8627,G
1323H,C,Gudang Obat Dinas Kesehatan,0001,1989,110250000,415.8,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1003,H
1327I,C,Parkir Dinas Kesehatan,0004,1989,72000000,73.45,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,837,1003,I
1893J,C,Gedung Kota Sehat,0002,2014,115075000,282.3,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,837,1025,J
1264K,C,Gedung Kantor Klh Lama Sisi Utara,0007,2007,92217000,226.88,PEMDA,"Jl. Ciliwung No.180, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66115",14,2,B,TTK,BTN,837,1003,K
1252L,C,Gedung Laboraturium Induk/UPT Labkesda,0001,2009,7000000,299.2,PEMDA,"Jl. Ciliwung No.180, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66115",14,2,B,TTK,BTN,837,1024,L
2228M,C,Pagar Pustu Sukorejo,0003,2017,69700,91,PEMDA,"Jl. Soka, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",4,3,B,TTK,BTN,837,1001,M
1376N,C,Rumah Dinas Dr. Spog,0001,1990,114300000,216.5,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67125",2,3,B,TTK,BTN,837,1022,N
1378O,C,Rumah Dinas Puskesmas Sukorejo,0002,1990,121800000,195.7,PEMDA,"Jl. Cemara No.163, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67125",2,3,B,TTK,BTN,837,1022,O
860845P,C,Pintu Harmonika (Pintu Besi),0001,2020,7585000,64,PEMDA,"Jl. S. Supriadi No.61, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,837,14218,P
1728A,C,GEDUNG DINAS PERHUBUNGAN,0003,2012,2077727000,924.87,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1003,A
1728B,C,GEDUNG DINAS PERHUBUNGAN,0003,2012,2077727000,265,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1003,B
1728C,C,GEDUNG DINAS PERHUBUNGAN,0003,2012,2077727000,143.29,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1003,C
1901D,C,Bengkel Dinhub,0001,2014,325553300,65.52,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1062,D
1890E,C,Halaman,0004,2014,198000000,1118.55,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1001,E
1370F,C,Parkir,0001,1990,10393500,180.2,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1000,F
1948G,C,Perencanaan (3.000.000)Pengawasan (2.000.000;-)Pembangunan Tempat Parkir Dishubkominfo(50.242.761;-) utang belanja 5.024.276;10),0005,2015,60267037,20,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1001,G
1949H,C,Taman Kantor Dinhub,0006,1989,110250000,100,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1001,H
2308I,C,"Pembuatan Penyekat Kantor Dan Tempat Parkir Kendaran, Pengawasan Dan Perencanaa 5.132.000 Teknis Pembuatan Penyekat Kantor Dan Tempat Parkir Kendaran Lokasi : Kantor Dishub",0009,2018,75382000,28,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1001,I
1371J,C,Gedung Uji Kir,0001,1990,40566000,1953.2,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1066,J
2072K,C,Garasi Bus Sekolah,0005,2016,804048000,1381.33,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1003,K
2555L,C,"Perencanaan Teknis Pembuatan Tempat Cucian Bus Sekolah Rp. 1.457.500,- Biaya Pembuatan Tempat Cucian Bus Sekolah Rp. 30.900.000,- Dan Biaya Pengawasan Teknis Pembuatan Tempat Cucian Bus Sekolah Rp. 704.000,- (Lokasi : Garasi Bus Sekolah)",0002,2019,33061500,0,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1000,L
1821M,C,Atap MPU,0001,2013,4400000,22.4,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,RB,TTK,BBTN,907,1005,M
1756N,C,Gudang Barikade,0001,2012,54445000,52,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BTN,907,1008,N
2556P,C,"Biaya Perencanaan Teknis Pembangunan Gapura Terminal Type C Dan Kelengkapannya Rp. 4.918.100,- Biaya Pembangunan Gapura Terminal Type C Dan Kelengkapannya Rp. 88.000.000,- Dan Biaya Pengawasan Teknis Pembangunan Gapura Terminal Type C Rp. 3.901.150",0013,2019,9681920,41.67,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,1001,P
860378R,C,Pagar Semi Permanen,0001,2020,49286493,8,PEMDA,"Jl. Kenari No.110, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",20,1,B,TTK,BBTN,907,14373,R
2414S,C,"Perencanaan Teknis Pembangunan Halte Depan Smp 1 Rp. 1.150.000,  Pembangunan Halte Depan Smp 1 Blitar Rp. 21.755.000 Dan Pengawasan Teknis Pembangunan Halte Depan Smp 1 Rp. 691.000 (Jl. A. Yani)",0001,2018,23596000,12.5,PEMDA,JL MERDEKA DEPAN SMPN 1 Blitar,11,2,B,TTK,BBTN,907,1013,S
1708T,C,Terminal Cargo,0002,2011,2159259000,1281.08,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,B,TTK,BBTN,907,1003,T
872399U,C,Pagar Lainnya,0001,2020,15100000,12,-,-,0,0,B,TTK,BBTN,907,14375,U
907001V,C,"Perencanaa Pembangunan Gedung Kantor Terminal Cargo,Pembangunan Gedung Kantor Terminal Cargo, Dan Pengawasan Pembangunan Gedung Kantor Terminal Barang/Cargo",0000,2016,161872000,65.07,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,B,TTK,BTN,907,0,V
872302W,C,Bangunan Gudang Tertutup Permanen,0001,2020,188533428,226.88,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,B,TTK,BTN,907,1033,W
907001X,C,Bangunan Penunjang Terminal Cargo,0000,2011,913383000,240.05,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,B,TTK,BTN,907,0,X
907001Y,C,Bangunan Terminal Cargo,0000,2011,1557534900,184.74,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,RR,BTK,BTN,907,0,Y
907001Z,C,Terminal Cargo,0000,2011,433089850,216.5,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,B,TTK,BTN,907,0,Z
2140AA,C,Pembangunan Tempat Kru Angkutan Barang,0003,2017,172350000,195.7,PEMDA,"Jl. Delima No.9 Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur 66124",6,3,B,TTK,BTN,907,1005,AA
1711AB,C,Halte,0002,0,0,7.84,PEMDA,JL TANJUNG UNISBA,3,3,B,TTK,BBTN,907,1001,AB
1711AC,C,Halte,0002,0,0,7.84,PEMDA,JL TANJUNG SMK 2,3,3,B,TTK,BBTN,907,1001,AC
1711AD,C,Halte,0002,0,0,11.6,PEMDA,JL TANJUNG SLB SUKOREJO,3,3,B,TTK,BBTN,907,1001,AD
1711AE,C,Halte,0002,0,0,8.56,PEMDA,JL SOKA UTARA PASAR / JL CILIWUNG SMP 3,4,3,B,TTK,BBTN,907,1001,AE
1711AF,C,Halte,0002,0,0,11.6,PEMDA,JL S SUPRIADI DEPAN RUMAH DINAS DANDIM,15,2,B,TTK,BBTN,907,1001,AF
1711AG,C,Halte,0002,0,0,8.75,PEMDA,JL S SUPRIADI PGSD,15,2,B,TTK,BBTN,907,1001,AG
1711AH,C,Halte,0002,0,0,7,PEMDA,JL S SUPRIADI HERLINGGA,15,2,B,TTK,BBTN,907,1001,AH
1711AI,C,Halte,0002,0,0,6.9,PEMDA,JL MELATI SMU 4,10,2,B,TTK,BBTN,907,1001,AI
1711AJ,C,Halte,0002,0,0,11.5,PEMDA,JL MELATI SMP 2,10,2,B,TTK,BBTN,907,1001,AJ
1711AK,C,Halte,0002,0,0,13,PEMDA,JL KERANTIL DEPAN PASAR LEGI,4,2,B,TTK,BBTN,907,1001,AK
1711AL,C,Halte,0002,0,0,10,PEMDA,JL KENARI DEPAN SMKN 1,19,1,B,TTK,BBTN,907,1001,AL
1711AM,C,Halte,0002,0,0,7.84,PEMDA,JL KELUD DEPAN STADION,11,2,B,TTK,BBTN,907,1001,AM
1711AN,C,Halte,0002,0,0,11.6,PEMDA,JL KARTINI PASAR PON,11,2,B,TTK,BBTN,907,1001,AN
1711AO,C,Halte,0002,0,0,11.5,PEMDA,JL KALIMANTAN STIKIP,21,1,B,TTK,BBTN,907,1001,AO
1711AP,C,Halte,0002,0,0,10,PEMDA,JL IR SOEKARNO PGSD,11,2,B,TTK,BBTN,907,1001,AP
1711AQ,C,Halte,0002,0,0,12.5,PEMDA,JL IMAM BONJOL UTARA POLSEK,21,1,B,TTK,BBTN,907,1001,AQ
1711AR,C,Halte,0002,0,0,12.5,PEMDA,JL IMAM BONJOL DEPAN SOSNAKER KAB,21,1,B,TTK,BBTN,907,1001,AR
1711AS,C,Halte,0002,0,0,15,PEMDA,JL IMAM BONJOL SELATAN HERLINGGA,21,1,B,TTK,BBTN,907,1001,AS
1711AT,C,Halte,0002,0,0,13,PEMDA,JL CILIWUNG DEPAN SMA 2,14,2,B,TTK,BBTN,907,1001,AT
1711AU,C,Halte,0002,0,0,13,PEMDA,JL CILIWUNG NGADIREJO,12,2,B,TTK,BBTN,907,1001,AU
1711AV,C,Halte,0002,0,0,6,PEMDA,JL CEMARA UTARA TRAFIC REMBANG / JL JATI,20,1,B,TTK,BBTN,907,1001,AV
1711AW,C,Halte,0002,0,0,10,PEMDA,JL CEMARA SELATAN TRAFIC REMBANG,20,1,B,TTK,BBTN,907,1001,AW
1711AY,C,Halte,0002,0,0,7.84,PEMDA,JL BRANTAS SUMBERUDEL LAMA,8,2,B,TTK,BBTN,907,1001,AY
1711AZ,C,Halte,0002,0,0,11.6,PEMDA,JL KALI BRANTAS BARU,8,2,B,TTK,BBTN,907,1001,AZ
1711BA,C,Halte,0002,0,0,10,PEMDA,JL BALI BARAT LPC,17,1,B,TTK,BBTN,907,1001,BA
1711BB,C,Halte,0002,0,0,7.84,PEMDA,JL BEGAWAN SOLO DEPAN BTN,3,3,B,TTK,BBTN,907,1001,BB
1711BC,C,Halte,0002,0,0,8.4,PEMDA,JL CILIWUNG KELURAHAN TANGGUNG,14,2,B,TTK,BBTN,907,1001,BC
1711BD,C,Halte,0002,0,0,39.6,PEMDA,JL S SUPRIADI HALTE PETA,15,2,B,TTK,BBTN,907,1001,BD
1676A,C,LPPL Mahardika,0001,2011,1549452900,1595.67,PEMDA,JL CILIWUNG KELURAHAN TANGGUNG,13,2,B,BTK,BTN,859,1003,A
2251B,C,Pembangunan Pagar Besi Dinas Kominfo,0001,2017,39680000,95.7,PEMDA,JL S SUPRIADI HALTE PETA,13,2,B,TTK,BTN,859,1001,B
2453C,C,Pembuatan Tempat Parkir Belakang,0002,2018,73113000,70.49,PEMDA,"Jl. Dr. Moh. Hatta No.05, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BBTN,859,8627,C
2523D,C,Bangunan Musholla (Perencanaan   Pengawasan),0011,2019,221195200,62.92,PEMDA,"Jl. Dr. Moh. Hatta No.05, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,859,1001,D
2522E,C,Bangunan Tempat Parkir Depan Kantor (Perencanaan Pengawasan),0010,2019,220680900,154.44,PEMDA,"Jl. Dr. Moh. Hatta No.05, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,859,1001,E
862178F,C,Pagar Belakang Diskominfotik,0001,2020,198840500,63,PEMDA,"Jl. Dr. Moh. Hatta No.05, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,859,14372,F
1704A,C,GOR SOEKARNO HATTA,0003,2011,4698004000,2089.78,PEMDA,"Jl. Kalimantan No.23, Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,RR,TTK,BTN,911,1016,A
1704B,C,Peninggian pagar GOR Soekarno Hatta,0003,2013,65959000,85.3,PEMDA,"Jl. Kalimantan No.23, Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,911,1016,B
841009C,C,bangunan tempat olahraga di GOR Soekarno Hatta ( Panjat tebing),0004,2020,156579500,156.96,PEMDA,"Jl. Kalimantan No.23, Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,911,1018,C
1741D,C,LAPANGAN SIRKUIT,0002,2012,217850000,500,PEMDA,"Jl. Resowijoyo, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",15,1,B,TTK,BTN,911,14372,D
911001E,C,Pembangunan Gedung Kantor Sirkuit Kota Blitar,0000,2014,196745000,439.3,PEMDA,"Jl. Resowijoyo, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",15,1,B,TTK,BTN,911,0,E
911001F,C,Pembangunan Pagar Sirkuit Kota Blitar,0000,2014,197355000,164.2,PEMDA,"Jl. Resowijoyo, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",15,1,B,TTK,BTN,911,0,F
1340F,C,RUMAH DINAS,0001,0,0,0,-,-,0,0,-,-,-,911,1001,F
871478G,C,Tempat Olahraga / Bangunan Sasana Tinju,0001,2020,213432900,200.64,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,911,8022,G
2382H,C,"Pembangunan pagar pembatas lapangan olahraga panahan di Sport centre panjang 131 m Rp. 137.300.000, Perencanaan Rp 5.780.000, Pengawasan Rp 5.780.000",0013,2018,148860000,131,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BBTN,911,1001,H
2643I,C,"perencanaan, pengawasan pembuatan kamar mandi gudang peneduh panahan sport center",0007,2019,217290000,19.61,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,911,1019,I
1839J,C,LAPANGAN BENDO Tambahan dari PU,0005,2014,195255000,10953.8,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BBTN,911,1018,J
1863K,C,LAPANGAN PANAHAN,0004,2014,213540000,3588,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BBTN,911,1019,K
2234L,C,Pembangunan Sport Center,0002,2017,2089393639,10425,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,911,1018,L
2234M,C,"perencanaan (9984700), pengawasan",0002,2019,217753720,2158.65,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,RB,TTK,BTN,911,1018,M
1965N,C,PARKIR,0009,2015,27310000,52,PEMDA,"Jl.Belawan, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,911,1001,N
1485O,C,eks Kantor Koperasi Jl. Cisadane,0003,1990,200000000,622,PEMDA,"Jl. Cisadane, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,911,1003,O
